"Action","Source address","Destination address","Port","Protocol"
"0","172.160.2.139","192.168.1.79","53","17"
"1","203.222.201.30","203.222.201.164","53","17"
"0","192.168.1.82","203.222.201.33","22","6"
"0","203.222.201.31","192.168.1.17","25","6"
"0","203.222.201.203","192.168.1.55","23","6"
"0","192.168.1.179","203.222.201.184","53","17"
"1","192.168.1.11","192.168.1.138","22","6"
"0","192.168.1.80","203.222.201.239","80","6"
"0","192.168.1.18","203.222.201.56","80","6"
"1","172.160.2.68","172.160.2.174","110","17"
"0","172.160.2.135","192.168.1.92","21","6"
"1","172.160.2.178","172.160.2.66","23","6"
"1","192.168.1.62","192.168.1.140","80","6"
"0","192.168.1.31","172.160.2.113","80","6"
"0","172.160.2.128","192.168.1.36","25","6"
"0","192.168.1.244","172.160.2.132","22","6"
"0","172.160.2.50","203.222.201.198","110","17"
"1","203.222.201.213","203.222.201.95","22","6"
"0","172.160.2.25","192.168.1.178","53","17"
"0","192.168.1.202","203.222.201.132","22","6"
"0","203.222.201.74","172.160.2.251","23","6"
"1","192.168.1.36","192.168.1.112","21","6"
"1","192.168.1.187","192.168.1.81","23","6"
"0","203.222.201.58","172.160.2.170","25","6"
"0","203.222.201.108","172.160.2.124","22","6"
"0","203.222.201.94","172.160.2.180","23","6"
"0","172.160.2.22","192.168.1.154","110","17"
"1","203.222.201.102","203.222.201.92","110","17"
"0","192.168.1.32","172.160.2.246","21","6"
"1","192.168.1.19","192.168.1.104","110","17"
"1","192.168.1.52","192.168.1.66","23","6"
"0","172.160.2.17","192.168.1.28","110","17"
"0","203.222.201.208","192.168.1.171","80","6"
"0","192.168.1.127","203.222.201.163","23","6"
"0","192.168.1.177","172.160.2.56","25","6"
"0","192.168.1.6","203.222.201.238","22","6"
"1","192.168.1.135","192.168.1.9","21","6"
"0","203.222.201.159","192.168.1.208","21","6"
"0","192.168.1.235","172.160.2.34","53","17"
"0","172.160.2.6","192.168.1.55","22","6"
"1","192.168.1.175","192.168.1.191","80","6"
"1","203.222.201.44","203.222.201.16","110","17"
"1","172.160.2.18","172.160.2.105","21","6"
"0","203.222.201.106","192.168.1.4","23","6"
"0","172.160.2.170","203.222.201.103","25","6"
"0","172.160.2.165","192.168.1.242","25","6"
"1","192.168.1.181","192.168.1.219","23","6"
"0","172.160.2.68","203.222.201.100","22","6"
"0","192.168.1.61","203.222.201.67","23","6"
"0","192.168.1.139","203.222.201.20","110","17"
"1","192.168.1.221","192.168.1.58","23","6"
"0","172.160.2.18","192.168.1.57","53","17"
"0","192.168.1.133","203.222.201.195","23","6"
"0","172.160.2.57","203.222.201.29","21","6"
"0","203.222.201.186","192.168.1.120","22","6"
"0","203.222.201.223","172.160.2.223","23","6"
"1","172.160.2.68","192.168.1.231","23","6"
"1","172.160.2.212","172.160.2.108","25","6"
"1","192.168.1.140","192.168.1.146","53","17"
"1","203.222.201.154","203.222.201.103","80","6"
"0","172.160.2.117","203.222.201.179","53","17"
"0","172.160.2.25","203.222.201.177","23","6"
"1","192.168.1.41","192.168.1.203","25","6"
"1","203.222.201.125","172.160.2.76","53","17"
"0","192.168.1.216","203.222.201.229","80","6"
"1","172.160.2.154","172.160.2.62","53","17"
"1","172.160.2.59","172.160.2.99","80","6"
"0","172.160.2.113","192.168.1.213","80","6"
"0","203.222.201.216","192.168.1.78","25","6"
"1","172.160.2.50","172.160.2.108","23","6"
"1","172.160.2.96","172.160.2.220","23","6"
"1","172.160.2.230","192.168.1.121","23","6"
"0","192.168.1.235","172.160.2.212","80","6"
"1","172.160.2.74","172.160.2.91","25","6"
"1","203.222.201.220","203.222.201.77","25","6"
"0","172.160.2.36","203.222.201.15","53","17"
"0","203.222.201.78","192.168.1.85","22","6"
"1","203.222.201.16","203.222.201.175","23","6"
"0","192.168.1.104","172.160.2.203","80","6"
"0","203.222.201.78","192.168.1.249","80","6"
"1","172.160.2.131","172.160.2.231","53","17"
"0","192.168.1.206","203.222.201.105","80","6"
"1","203.222.201.7","203.222.201.199","110","17"
"0","172.160.2.153","192.168.1.29","110","17"
"0","203.222.201.133","192.168.1.75","21","6"
"1","192.168.1.53","192.168.1.56","22","6"
"1","192.168.1.141","192.168.1.134","23","6"
"1","203.222.201.121","203.222.201.78","23","6"
"0","203.222.201.254","192.168.1.47","23","6"
"1","192.168.1.215","192.168.1.25","53","17"
"1","192.168.1.186","192.168.1.130","25","6"
"1","192.168.1.102","192.168.1.181","53","17"
"1","203.222.201.13","203.222.201.47","80","6"
"1","192.168.1.162","192.168.1.154","53","17"
"1","203.222.201.210","172.160.2.203","53","17"
"1","172.160.2.30","172.160.2.63","53","17"
"0","203.222.201.175","192.168.1.23","23","6"
"0","203.222.201.10","172.160.2.191","80","6"
"0","192.168.1.220","172.160.2.138","22","6"
"0","192.168.1.134","172.160.2.97","21","6"
"0","192.168.1.127","203.222.201.55","23","6"
"0","203.222.201.240","192.168.1.205","110","17"
"1","203.222.201.242","203.222.201.192","23","6"
"0","172.160.2.222","203.222.201.48","110","17"
"0","172.160.2.202","192.168.1.23","25","6"
"1","172.160.2.223","172.160.2.74","23","6"
"0","192.168.1.209","172.160.2.156","53","17"
"0","172.160.2.55","203.222.201.79","53","17"
"1","172.160.2.238","172.160.2.225","110","17"
"0","172.160.2.185","192.168.1.208","80","6"
"0","192.168.1.249","172.160.2.243","53","17"
"1","203.222.201.198","172.160.2.5","53","17"
"0","172.160.2.211","203.222.201.202","110","17"
"0","192.168.1.16","203.222.201.72","53","17"
"1","172.160.2.238","172.160.2.119","53","17"
"0","203.222.201.217","192.168.1.99","22","6"
"0","203.222.201.221","192.168.1.194","53","17"
"1","172.160.2.227","172.160.2.55","80","6"
"0","172.160.2.191","192.168.1.184","110","17"
"0","203.222.201.110","192.168.1.59","21","6"
"1","172.160.2.250","172.160.2.50","21","6"
"0","172.160.2.48","203.222.201.13","22","6"
"1","203.222.201.177","172.160.2.130","53","17"
"0","192.168.1.233","203.222.201.120","53","17"
"0","192.168.1.48","203.222.201.96","110","17"
"0","192.168.1.86","172.160.2.28","110","17"
"1","203.222.201.63","203.222.201.151","80","6"
"1","192.168.1.92","192.168.1.129","25","6"
"1","192.168.1.15","203.222.201.207","25","6"
"0","203.222.201.121","192.168.1.228","21","6"
"0","192.168.1.70","203.222.201.243","22","6"
"1","192.168.1.76","192.168.1.147","80","6"
"0","203.222.201.157","172.160.2.74","25","6"
"1","203.222.201.96","203.222.201.138","25","6"
"0","172.160.2.85","203.222.201.243","110","17"
"0","192.168.1.80","203.222.201.180","110","17"
"0","172.160.2.175","192.168.1.192","80","6"
"1","172.160.2.88","192.168.1.165","23","6"
"0","172.160.2.35","203.222.201.230","110","17"
"1","192.168.1.19","192.168.1.112","110","17"
"0","192.168.1.185","172.160.2.34","80","6"
"0","192.168.1.249","172.160.2.29","25","6"
"0","172.160.2.14","192.168.1.178","25","6"
"0","172.160.2.105","192.168.1.134","25","6"
"0","172.160.2.203","203.222.201.157","25","6"
"1","172.160.2.185","172.160.2.46","21","6"
"0","203.222.201.203","172.160.2.56","22","6"
"1","203.222.201.83","203.222.201.209","23","6"
"0","203.222.201.32","172.160.2.153","22","6"
"0","192.168.1.44","172.160.2.84","25","6"
"0","192.168.1.147","172.160.2.164","80","6"
"0","172.160.2.169","203.222.201.161","21","6"
"0","203.222.201.166","192.168.1.26","53","17"
"1","172.160.2.184","172.160.2.154","53","17"
"1","192.168.1.213","192.168.1.35","53","17"
"0","192.168.1.180","172.160.2.10","25","6"
"0","172.160.2.26","203.222.201.182","53","17"
"1","192.168.1.85","203.222.201.138","21","6"
"0","203.222.201.239","192.168.1.251","22","6"
"0","203.222.201.100","172.160.2.206","25","6"
"0","203.222.201.31","192.168.1.133","25","6"
"1","203.222.201.86","203.222.201.174","80","6"
"0","192.168.1.194","203.222.201.44","110","17"
"1","192.168.1.73","203.222.201.33","25","6"
"1","203.222.201.27","172.160.2.164","53","17"
"1","172.160.2.222","192.168.1.56","23","6"
"0","192.168.1.65","203.222.201.172","23","6"
"0","192.168.1.196","172.160.2.94","53","17"
"0","203.222.201.33","172.160.2.61","80","6"
"1","172.160.2.248","172.160.2.236","22","6"
"1","172.160.2.170","172.160.2.161","22","6"
"1","172.160.2.138","172.160.2.6","21","6"
"1","192.168.1.147","203.222.201.153","21","6"
"1","192.168.1.167","192.168.1.254","80","6"
"1","172.160.2.203","172.160.2.91","22","6"
"1","192.168.1.223","192.168.1.56","22","6"
"0","172.160.2.174","203.222.201.197","21","6"
"0","203.222.201.233","192.168.1.35","80","6"
"0","203.222.201.75","172.160.2.143","25","6"
"1","172.160.2.188","172.160.2.169","25","6"
"1","172.160.2.169","172.160.2.174","53","17"
"1","192.168.1.185","203.222.201.246","21","6"
"0","172.160.2.190","203.222.201.24","23","6"
"1","203.222.201.181","203.222.201.221","80","6"
"1","192.168.1.103","192.168.1.161","80","6"
"1","192.168.1.83","192.168.1.142","22","6"
"1","203.222.201.185","203.222.201.60","21","6"
"0","203.222.201.169","192.168.1.65","25","6"
"0","192.168.1.253","203.222.201.96","110","17"
"0","192.168.1.118","172.160.2.119","25","6"
"1","192.168.1.226","192.168.1.49","53","17"
"0","203.222.201.103","192.168.1.95","110","17"
"1","192.168.1.108","192.168.1.71","21","6"
"0","203.222.201.87","192.168.1.48","53","17"
"0","203.222.201.123","172.160.2.189","23","6"
"1","192.168.1.194","192.168.1.200","53","17"
"1","203.222.201.60","203.222.201.252","110","17"
"0","192.168.1.234","172.160.2.142","25","6"
"0","203.222.201.235","172.160.2.245","23","6"
"1","203.222.201.124","203.222.201.78","22","6"
"1","192.168.1.181","192.168.1.59","110","17"
"1","172.160.2.30","172.160.2.134","53","17"
"0","203.222.201.157","192.168.1.143","22","6"
"0","172.160.2.130","192.168.1.6","53","17"
"0","203.222.201.65","192.168.1.227","21","6"
"0","192.168.1.95","203.222.201.22","23","6"
"0","203.222.201.167","172.160.2.223","25","6"
"0","172.160.2.38","192.168.1.176","110","17"
"1","172.160.2.102","172.160.2.143","110","17"
"0","192.168.1.117","172.160.2.89","22","6"
"1","203.222.201.241","203.222.201.221","22","6"
"0","192.168.1.159","172.160.2.188","22","6"
"0","203.222.201.225","172.160.2.111","22","6"
"1","172.160.2.166","172.160.2.135","110","17"
"1","203.222.201.221","203.222.201.172","21","6"
"0","172.160.2.81","192.168.1.220","53","17"
"0","203.222.201.140","172.160.2.243","21","6"
"1","192.168.1.47","192.168.1.195","23","6"
"0","172.160.2.254","203.222.201.52","25","6"
"1","203.222.201.184","203.222.201.67","21","6"
"0","172.160.2.143","192.168.1.103","110","17"
"0","203.222.201.83","192.168.1.252","53","17"
"1","203.222.201.242","203.222.201.152","22","6"
"1","172.160.2.77","172.160.2.205","21","6"
"0","172.160.2.188","203.222.201.100","53","17"
"0","203.222.201.29","192.168.1.172","22","6"
"0","192.168.1.146","172.160.2.147","110","17"
"0","192.168.1.175","203.222.201.81","110","17"
"0","203.222.201.131","192.168.1.159","110","17"
"1","172.160.2.99","172.160.2.149","23","6"
"1","172.160.2.10","172.160.2.240","21","6"
"1","203.222.201.149","203.222.201.205","23","6"
"1","172.160.2.95","172.160.2.151","25","6"
"1","192.168.1.214","192.168.1.60","110","17"
"0","203.222.201.11","172.160.2.40","22","6"
"0","203.222.201.115","192.168.1.194","80","6"
"1","192.168.1.200","192.168.1.39","23","6"
"0","172.160.2.195","192.168.1.234","25","6"
"0","172.160.2.27","203.222.201.247","110","17"
"0","192.168.1.119","172.160.2.240","53","17"
"0","172.160.2.144","203.222.201.40","22","6"
"0","192.168.1.119","172.160.2.145","22","6"
"0","172.160.2.158","203.222.201.207","25","6"
"0","203.222.201.11","172.160.2.254","80","6"
"0","192.168.1.158","203.222.201.176","23","6"
"1","172.160.2.148","192.168.1.88","23","6"
"1","203.222.201.220","203.222.201.167","25","6"
"0","172.160.2.88","192.168.1.181","110","17"
"0","172.160.2.168","203.222.201.83","21","6"
"1","172.160.2.84","172.160.2.240","23","6"
"1","192.168.1.167","192.168.1.249","23","6"
"1","172.160.2.148","172.160.2.207","110","17"
"0","172.160.2.96","192.168.1.32","25","6"
"1","203.222.201.107","172.160.2.230","53","17"
"1","192.168.1.86","192.168.1.169","110","17"
"0","203.222.201.124","192.168.1.179","53","17"
"1","172.160.2.107","172.160.2.126","110","17"
"1","203.222.201.174","203.222.201.13","25","6"
"0","172.160.2.154","203.222.201.223","21","6"
"0","172.160.2.206","203.222.201.40","21","6"
"0","192.168.1.238","172.160.2.247","110","17"
"0","192.168.1.244","172.160.2.1","110","17"
"1","172.160.2.31","172.160.2.207","21","6"
"1","172.160.2.132","172.160.2.142","23","6"
"0","203.222.201.80","192.168.1.167","110","17"
"1","203.222.201.74","203.222.201.108","80","6"
"0","172.160.2.240","203.222.201.1","21","6"
"0","203.222.201.64","192.168.1.14","25","6"
"0","203.222.201.119","192.168.1.85","80","6"
"0","192.168.1.160","203.222.201.70","22","6"
"0","203.222.201.12","192.168.1.46","80","6"
"0","203.222.201.4","172.160.2.40","25","6"
"0","203.222.201.133","172.160.2.106","110","17"
"1","192.168.1.250","203.222.201.49","25","6"
"0","203.222.201.75","172.160.2.250","80","6"
"0","192.168.1.10","172.160.2.231","23","6"
"1","203.222.201.84","203.222.201.86","21","6"
"0","192.168.1.30","172.160.2.168","110","17"
"0","192.168.1.184","172.160.2.223","25","6"
"1","172.160.2.1","172.160.2.188","21","6"
"1","192.168.1.97","203.222.201.227","25","6"
"1","203.222.201.247","203.222.201.171","80","6"
"0","203.222.201.129","172.160.2.103","23","6"
"1","192.168.1.76","192.168.1.34","110","17"
"1","192.168.1.196","192.168.1.78","80","6"
"0","192.168.1.26","172.160.2.23","80","6"
"0","192.168.1.208","172.160.2.86","53","17"
"1","172.160.2.205","172.160.2.48","110","17"
"0","172.160.2.130","192.168.1.32","25","6"
"0","192.168.1.133","203.222.201.54","23","6"
"0","192.168.1.191","172.160.2.228","23","6"
"0","192.168.1.102","203.222.201.92","80","6"
"1","203.222.201.126","203.222.201.233","53","17"
"1","203.222.201.197","203.222.201.194","110","17"
"0","192.168.1.49","203.222.201.254","53","17"
"0","192.168.1.181","172.160.2.216","23","6"
"0","192.168.1.103","203.222.201.53","53","17"
"1","203.222.201.64","203.222.201.132","80","6"
"0","203.222.201.118","172.160.2.87","21","6"
"0","192.168.1.118","172.160.2.29","80","6"
"0","203.222.201.8","172.160.2.208","25","6"
"1","172.160.2.35","172.160.2.176","22","6"
"0","203.222.201.83","192.168.1.252","21","6"
"1","192.168.1.220","203.222.201.175","21","6"
"0","203.222.201.47","172.160.2.252","22","6"
"0","172.160.2.168","203.222.201.153","110","17"
"1","203.222.201.196","203.222.201.159","80","6"
"1","172.160.2.62","172.160.2.172","22","6"
"0","172.160.2.196","192.168.1.205","21","6"
"1","203.222.201.221","203.222.201.7","25","6"
"1","192.168.1.195","192.168.1.84","53","17"
"0","192.168.1.9","172.160.2.32","80","6"
"1","172.160.2.25","172.160.2.238","80","6"
"0","192.168.1.47","172.160.2.198","110","17"
"0","172.160.2.210","192.168.1.200","110","17"
"1","192.168.1.222","192.168.1.141","22","6"
"0","192.168.1.238","172.160.2.115","23","6"
"0","203.222.201.197","192.168.1.89","80","6"
"0","192.168.1.149","172.160.2.70","80","6"
"1","203.222.201.140","203.222.201.31","53","17"
"1","192.168.1.146","192.168.1.24","22","6"
"0","192.168.1.228","172.160.2.13","110","17"
"0","172.160.2.35","192.168.1.84","25","6"
"0","172.160.2.44","192.168.1.99","53","17"
"0","172.160.2.29","203.222.201.35","80","6"
"1","172.160.2.236","172.160.2.62","21","6"
"0","172.160.2.124","203.222.201.217","80","6"
"0","172.160.2.68","192.168.1.176","110","17"
"0","172.160.2.77","192.168.1.97","110","17"
"0","172.160.2.237","192.168.1.85","80","6"
"1","172.160.2.6","172.160.2.134","25","6"
"0","203.222.201.3","172.160.2.1","80","6"
"0","172.160.2.1","192.168.1.50","80","6"
"0","172.160.2.128","203.222.201.186","80","6"
"0","203.222.201.39","192.168.1.144","110","17"
"0","203.222.201.77","172.160.2.14","22","6"
"0","203.222.201.162","172.160.2.159","110","17"
"1","172.160.2.51","172.160.2.133","22","6"
"0","192.168.1.32","172.160.2.103","21","6"
"1","192.168.1.27","203.222.201.121","25","6"
"1","203.222.201.236","203.222.201.184","22","6"
"1","192.168.1.117","192.168.1.94","53","17"
"0","172.160.2.135","203.222.201.97","80","6"
"0","192.168.1.40","203.222.201.203","53","17"
"1","172.160.2.161","172.160.2.248","21","6"
"0","172.160.2.151","203.222.201.225","110","17"
"0","172.160.2.44","192.168.1.213","21","6"
"0","172.160.2.37","203.222.201.79","25","6"
"0","203.222.201.151","172.160.2.163","80","6"
"1","203.222.201.196","203.222.201.157","23","6"
"1","172.160.2.152","172.160.2.203","80","6"
"0","172.160.2.247","203.222.201.191","22","6"
"1","172.160.2.173","192.168.1.46","23","6"
"1","203.222.201.134","172.160.2.163","53","17"
"1","172.160.2.118","172.160.2.66","80","6"
"1","203.222.201.179","203.222.201.72","22","6"
"0","172.160.2.126","203.222.201.110","80","6"
"1","172.160.2.55","172.160.2.77","80","6"
"1","172.160.2.136","172.160.2.40","22","6"
"0","172.160.2.99","192.168.1.61","80","6"
"1","203.222.201.194","203.222.201.241","25","6"
"1","172.160.2.165","172.160.2.64","21","6"
"0","203.222.201.25","192.168.1.223","21","6"
"1","203.222.201.50","203.222.201.83","25","6"
"1","203.222.201.131","203.222.201.79","25","6"
"0","192.168.1.6","203.222.201.196","53","17"
"0","203.222.201.23","192.168.1.203","110","17"
"1","172.160.2.168","172.160.2.90","22","6"
"1","172.160.2.138","172.160.2.240","21","6"
"1","192.168.1.22","192.168.1.104","21","6"
"1","203.222.201.204","203.222.201.182","25","6"
"0","192.168.1.120","172.160.2.171","110","17"
"0","192.168.1.210","203.222.201.32","22","6"
"0","192.168.1.140","172.160.2.58","22","6"
"0","172.160.2.200","203.222.201.87","22","6"
"1","192.168.1.229","203.222.201.137","21","6"
"0","192.168.1.108","203.222.201.48","110","17"
"0","172.160.2.69","203.222.201.77","110","17"
"1","203.222.201.218","203.222.201.16","25","6"
"0","203.222.201.21","192.168.1.28","22","6"
"0","203.222.201.148","192.168.1.223","53","17"
"0","172.160.2.34","203.222.201.189","80","6"
"0","203.222.201.85","172.160.2.30","25","6"
"1","172.160.2.210","192.168.1.162","23","6"
"1","203.222.201.58","203.222.201.107","25","6"
"1","192.168.1.222","192.168.1.111","53","17"
"1","192.168.1.221","192.168.1.96","23","6"
"1","192.168.1.236","192.168.1.185","110","17"
"1","203.222.201.194","203.222.201.160","25","6"
"0","172.160.2.121","192.168.1.70","25","6"
"0","172.160.2.163","192.168.1.131","110","17"
"0","172.160.2.197","192.168.1.187","53","17"
"1","203.222.201.30","203.222.201.119","25","6"
"0","172.160.2.201","192.168.1.68","53","17"
"1","192.168.1.83","203.222.201.173","21","6"
"1","203.222.201.43","203.222.201.67","53","17"
"1","172.160.2.155","172.160.2.213","25","6"
"1","203.222.201.8","203.222.201.164","23","6"
"0","192.168.1.90","203.222.201.188","23","6"
"1","203.222.201.104","203.222.201.133","22","6"
"0","192.168.1.238","172.160.2.227","22","6"
